model1_name,model2_name,CKA,model1_layers,model2_layers,dataset1_name,dataset2_name
Baseline,Arrow,"tensor([[ 0.0052,  0.0156,  0.0156,  0.0165,  0.0147,  0.0144,  0.0136,  0.0057,
          0.0059,  0.0079,  0.0114,  0.0116,  0.0083,  0.0059,  0.0055,  0.0111,
          0.0026,  0.0049,  0.0111,  0.0038,  0.0037,  0.0075,  0.0131,  0.0175,
          0.0129,  0.0172,  0.0191,  0.0147,  0.0162,  0.0165,  0.0131, -0.0009]])",['model.layers.15'],"['base_model.model.model.layers.0', 'base_model.model.model.layers.1', 'base_model.model.model.layers.2', 'base_model.model.model.layers.3', 'base_model.model.model.layers.4', 'base_model.model.model.layers.5', 'base_model.model.model.layers.6', 'base_model.model.model.layers.7', 'base_model.model.model.layers.8', 'base_model.model.model.layers.9', 'base_model.model.model.layers.10', 'base_model.model.model.layers.11', 'base_model.model.model.layers.12', 'base_model.model.model.layers.13', 'base_model.model.model.layers.14', 'base_model.model.model.layers.15', 'base_model.model.model.layers.16', 'base_model.model.model.layers.17', 'base_model.model.model.layers.18', 'base_model.model.model.layers.19', 'base_model.model.model.layers.20', 'base_model.model.model.layers.21', 'base_model.model.model.layers.22', 'base_model.model.model.layers.23', 'base_model.model.model.layers.24', 'base_model.model.model.layers.25', 'base_model.model.model.layers.26', 'base_model.model.model.layers.27', 'base_model.model.model.layers.28', 'base_model.model.model.layers.29', 'base_model.model.model.layers.30', 'base_model.model.model.layers.31']",<custom_dataset.CustomDatasetCKA object at 0x7775890efa90>,<custom_dataset.CustomDatasetCKA object at 0x7775890efa90>
Baseline,Arrow,"tensor([[ 0.0298, -0.0077, -0.1398, -0.1466, -0.1540, -0.1486, -0.1283,  0.0119,
          0.0110,  0.0156,  0.0241,  0.0365,  0.0338,  0.0799,  0.0976,  0.0956,
          0.0935,  0.0800,  0.0859,  0.0711,  0.0540,  0.0516,  0.0460,  0.0475,
          0.0391,  0.0421,  0.0354,  0.0367,  0.0327,  0.0345,  0.0300,  0.0249]])",['model.layers.16'],"['base_model.model.model.layers.0', 'base_model.model.model.layers.1', 'base_model.model.model.layers.2', 'base_model.model.model.layers.3', 'base_model.model.model.layers.4', 'base_model.model.model.layers.5', 'base_model.model.model.layers.6', 'base_model.model.model.layers.7', 'base_model.model.model.layers.8', 'base_model.model.model.layers.9', 'base_model.model.model.layers.10', 'base_model.model.model.layers.11', 'base_model.model.model.layers.12', 'base_model.model.model.layers.13', 'base_model.model.model.layers.14', 'base_model.model.model.layers.15', 'base_model.model.model.layers.16', 'base_model.model.model.layers.17', 'base_model.model.model.layers.18', 'base_model.model.model.layers.19', 'base_model.model.model.layers.20', 'base_model.model.model.layers.21', 'base_model.model.model.layers.22', 'base_model.model.model.layers.23', 'base_model.model.model.layers.24', 'base_model.model.model.layers.25', 'base_model.model.model.layers.26', 'base_model.model.model.layers.27', 'base_model.model.model.layers.28', 'base_model.model.model.layers.29', 'base_model.model.model.layers.30', 'base_model.model.model.layers.31']",<custom_dataset.CustomDatasetCKA object at 0x7775890efa90>,<custom_dataset.CustomDatasetCKA object at 0x7775890efa90>
Baseline,Arrow,"tensor([[ 5.5179e-02,  1.6580e-02, -2.1639e-02, -1.4236e-02, -2.7662e-02,
         -2.4134e-02,  2.5745e-09,  5.0186e-02,  3.6250e-02,  6.8567e-02,
          5.8847e-02,  5.0076e-02,  5.4654e-02, -4.8442e-02, -4.8969e-02,
         -4.8682e-02, -4.8583e-02, -4.7711e-02, -4.6859e-02, -4.5007e-02,
         -4.2172e-02, -3.7457e-02, -2.9944e-02, -1.9734e-02, -5.1911e-03,
          5.8944e-03,  1.3329e-02,  1.9212e-02,  2.6005e-02,  6.2625e-02,
          6.0350e-02,  3.3858e-02]])",['model.layers.17'],"['base_model.model.model.layers.0', 'base_model.model.model.layers.1', 'base_model.model.model.layers.2', 'base_model.model.model.layers.3', 'base_model.model.model.layers.4', 'base_model.model.model.layers.5', 'base_model.model.model.layers.6', 'base_model.model.model.layers.7', 'base_model.model.model.layers.8', 'base_model.model.model.layers.9', 'base_model.model.model.layers.10', 'base_model.model.model.layers.11', 'base_model.model.model.layers.12', 'base_model.model.model.layers.13', 'base_model.model.model.layers.14', 'base_model.model.model.layers.15', 'base_model.model.model.layers.16', 'base_model.model.model.layers.17', 'base_model.model.model.layers.18', 'base_model.model.model.layers.19', 'base_model.model.model.layers.20', 'base_model.model.model.layers.21', 'base_model.model.model.layers.22', 'base_model.model.model.layers.23', 'base_model.model.model.layers.24', 'base_model.model.model.layers.25', 'base_model.model.model.layers.26', 'base_model.model.model.layers.27', 'base_model.model.model.layers.28', 'base_model.model.model.layers.29', 'base_model.model.model.layers.30', 'base_model.model.model.layers.31']",<custom_dataset.CustomDatasetCKA object at 0x7775890efa90>,<custom_dataset.CustomDatasetCKA object at 0x7775890efa90>
Baseline,Arrow,"tensor([[-0.1237, -0.0714, -0.0014, -0.0034, -0.0114, -0.0166, -0.0237, -0.0594,
         -0.0527, -0.0567, -0.0610, -0.0586, -0.0550,  0.0136,  0.0133,  0.0131,
          0.0129,  0.0124,  0.0114,  0.0110,  0.0089,  0.0065,  0.0010, -0.0044,
         -0.0130, -0.0217, -0.0267, -0.0334, -0.0389, -0.0907, -0.0784, -0.0400]])",['model.layers.18'],"['base_model.model.model.layers.0', 'base_model.model.model.layers.1', 'base_model.model.model.layers.2', 'base_model.model.model.layers.3', 'base_model.model.model.layers.4', 'base_model.model.model.layers.5', 'base_model.model.model.layers.6', 'base_model.model.model.layers.7', 'base_model.model.model.layers.8', 'base_model.model.model.layers.9', 'base_model.model.model.layers.10', 'base_model.model.model.layers.11', 'base_model.model.model.layers.12', 'base_model.model.model.layers.13', 'base_model.model.model.layers.14', 'base_model.model.model.layers.15', 'base_model.model.model.layers.16', 'base_model.model.model.layers.17', 'base_model.model.model.layers.18', 'base_model.model.model.layers.19', 'base_model.model.model.layers.20', 'base_model.model.model.layers.21', 'base_model.model.model.layers.22', 'base_model.model.model.layers.23', 'base_model.model.model.layers.24', 'base_model.model.model.layers.25', 'base_model.model.model.layers.26', 'base_model.model.model.layers.27', 'base_model.model.model.layers.28', 'base_model.model.model.layers.29', 'base_model.model.model.layers.30', 'base_model.model.model.layers.31']",<custom_dataset.CustomDatasetCKA object at 0x7775890efa90>,<custom_dataset.CustomDatasetCKA object at 0x7775890efa90>
Baseline,Arrow,"tensor([[ 5.3992e-02,  3.7445e-02,  8.8413e-02,  8.2947e-02,  8.6945e-02,
          9.1264e-02,  9.1815e-02, -1.4363e-09,  1.9581e-02,  3.1435e-02,
          2.5863e-02,  3.6525e-02,  4.2465e-02,  2.0223e-02,  2.0594e-02,
          2.8703e-02,  3.7358e-02,  4.1875e-02,  4.5336e-02,  5.3972e-02,
          5.6321e-02,  6.1778e-02,  7.0464e-02,  7.9151e-02,  8.6764e-02,
          1.0616e-01,  1.0665e-01,  9.8755e-02,  9.2767e-02,  8.8210e-02,
          7.1893e-02,  6.2406e-02]])",['model.layers.19'],"['base_model.model.model.layers.0', 'base_model.model.model.layers.1', 'base_model.model.model.layers.2', 'base_model.model.model.layers.3', 'base_model.model.model.layers.4', 'base_model.model.model.layers.5', 'base_model.model.model.layers.6', 'base_model.model.model.layers.7', 'base_model.model.model.layers.8', 'base_model.model.model.layers.9', 'base_model.model.model.layers.10', 'base_model.model.model.layers.11', 'base_model.model.model.layers.12', 'base_model.model.model.layers.13', 'base_model.model.model.layers.14', 'base_model.model.model.layers.15', 'base_model.model.model.layers.16', 'base_model.model.model.layers.17', 'base_model.model.model.layers.18', 'base_model.model.model.layers.19', 'base_model.model.model.layers.20', 'base_model.model.model.layers.21', 'base_model.model.model.layers.22', 'base_model.model.model.layers.23', 'base_model.model.model.layers.24', 'base_model.model.model.layers.25', 'base_model.model.model.layers.26', 'base_model.model.model.layers.27', 'base_model.model.model.layers.28', 'base_model.model.model.layers.29', 'base_model.model.model.layers.30', 'base_model.model.model.layers.31']",<custom_dataset.CustomDatasetCKA object at 0x7775890efa90>,<custom_dataset.CustomDatasetCKA object at 0x7775890efa90>
Baseline,Arrow,"tensor([[-0.0455, -0.0755, -0.0381, -0.0431, -0.0562, -0.0531, -0.0664, -0.0921,
         -0.0837, -0.0897, -0.0960, -0.0967, -0.0946, -0.0675, -0.0709, -0.0790,
         -0.0824, -0.0849, -0.0855, -0.0807, -0.0728, -0.0733, -0.0724, -0.0677,
         -0.0631, -0.0686, -0.0684, -0.0683, -0.0739, -0.0661, -0.0698, -0.0728]])",['model.layers.20'],"['base_model.model.model.layers.0', 'base_model.model.model.layers.1', 'base_model.model.model.layers.2', 'base_model.model.model.layers.3', 'base_model.model.model.layers.4', 'base_model.model.model.layers.5', 'base_model.model.model.layers.6', 'base_model.model.model.layers.7', 'base_model.model.model.layers.8', 'base_model.model.model.layers.9', 'base_model.model.model.layers.10', 'base_model.model.model.layers.11', 'base_model.model.model.layers.12', 'base_model.model.model.layers.13', 'base_model.model.model.layers.14', 'base_model.model.model.layers.15', 'base_model.model.model.layers.16', 'base_model.model.model.layers.17', 'base_model.model.model.layers.18', 'base_model.model.model.layers.19', 'base_model.model.model.layers.20', 'base_model.model.model.layers.21', 'base_model.model.model.layers.22', 'base_model.model.model.layers.23', 'base_model.model.model.layers.24', 'base_model.model.model.layers.25', 'base_model.model.model.layers.26', 'base_model.model.model.layers.27', 'base_model.model.model.layers.28', 'base_model.model.model.layers.29', 'base_model.model.model.layers.30', 'base_model.model.model.layers.31']",<custom_dataset.CustomDatasetCKA object at 0x7775890efa90>,<custom_dataset.CustomDatasetCKA object at 0x7775890efa90>
Baseline,Arrow,"tensor([[-0.0273, -0.0754, -0.0751, -0.0775, -0.0811, -0.0791, -0.0818, -0.0528,
         -0.0378, -0.0389, -0.0397, -0.0388, -0.0324, -0.0296, -0.0333, -0.0362,
         -0.0383, -0.0420, -0.0386, -0.0308, -0.0342, -0.0313, -0.0425, -0.0339,
         -0.0439, -0.0340, -0.0364, -0.0350, -0.0335, -0.0421, -0.0385, -0.0214]])",['model.layers.21'],"['base_model.model.model.layers.0', 'base_model.model.model.layers.1', 'base_model.model.model.layers.2', 'base_model.model.model.layers.3', 'base_model.model.model.layers.4', 'base_model.model.model.layers.5', 'base_model.model.model.layers.6', 'base_model.model.model.layers.7', 'base_model.model.model.layers.8', 'base_model.model.model.layers.9', 'base_model.model.model.layers.10', 'base_model.model.model.layers.11', 'base_model.model.model.layers.12', 'base_model.model.model.layers.13', 'base_model.model.model.layers.14', 'base_model.model.model.layers.15', 'base_model.model.model.layers.16', 'base_model.model.model.layers.17', 'base_model.model.model.layers.18', 'base_model.model.model.layers.19', 'base_model.model.model.layers.20', 'base_model.model.model.layers.21', 'base_model.model.model.layers.22', 'base_model.model.model.layers.23', 'base_model.model.model.layers.24', 'base_model.model.model.layers.25', 'base_model.model.model.layers.26', 'base_model.model.model.layers.27', 'base_model.model.model.layers.28', 'base_model.model.model.layers.29', 'base_model.model.model.layers.30', 'base_model.model.model.layers.31']",<custom_dataset.CustomDatasetCKA object at 0x7775890efa90>,<custom_dataset.CustomDatasetCKA object at 0x7775890efa90>
Baseline,Arrow,"tensor([[-0.0488, -0.0112,  0.0753,  0.0735,  0.0634,  0.0599,  0.0640, -0.0120,
         -0.0022, -0.0120, -0.0063, -0.0059, -0.0099, -0.0464, -0.0471, -0.0470,
         -0.0475, -0.0469, -0.0460, -0.0459, -0.0448, -0.0416, -0.0338, -0.0256,
         -0.0125, -0.0023, -0.0009,  0.0007,  0.0028,  0.0334,  0.0186, -0.0134]])",['model.layers.22'],"['base_model.model.model.layers.0', 'base_model.model.model.layers.1', 'base_model.model.model.layers.2', 'base_model.model.model.layers.3', 'base_model.model.model.layers.4', 'base_model.model.model.layers.5', 'base_model.model.model.layers.6', 'base_model.model.model.layers.7', 'base_model.model.model.layers.8', 'base_model.model.model.layers.9', 'base_model.model.model.layers.10', 'base_model.model.model.layers.11', 'base_model.model.model.layers.12', 'base_model.model.model.layers.13', 'base_model.model.model.layers.14', 'base_model.model.model.layers.15', 'base_model.model.model.layers.16', 'base_model.model.model.layers.17', 'base_model.model.model.layers.18', 'base_model.model.model.layers.19', 'base_model.model.model.layers.20', 'base_model.model.model.layers.21', 'base_model.model.model.layers.22', 'base_model.model.model.layers.23', 'base_model.model.model.layers.24', 'base_model.model.model.layers.25', 'base_model.model.model.layers.26', 'base_model.model.model.layers.27', 'base_model.model.model.layers.28', 'base_model.model.model.layers.29', 'base_model.model.model.layers.30', 'base_model.model.model.layers.31']",<custom_dataset.CustomDatasetCKA object at 0x7775890efa90>,<custom_dataset.CustomDatasetCKA object at 0x7775890efa90>
Baseline,Arrow,"tensor([[-0.0546, -0.0333,  0.0597,  0.0551,  0.0487,  0.0418,  0.0292, -0.1089,
         -0.0894, -0.0683, -0.0656, -0.0649, -0.0653, -0.0206, -0.0335, -0.0191,
         -0.0390, -0.0420, -0.0394, -0.0474, -0.0533, -0.0526, -0.0566, -0.0534,
         -0.0528, -0.0556, -0.0588, -0.0615, -0.0626, -0.0433, -0.0448, -0.0496]])",['model.layers.23'],"['base_model.model.model.layers.0', 'base_model.model.model.layers.1', 'base_model.model.model.layers.2', 'base_model.model.model.layers.3', 'base_model.model.model.layers.4', 'base_model.model.model.layers.5', 'base_model.model.model.layers.6', 'base_model.model.model.layers.7', 'base_model.model.model.layers.8', 'base_model.model.model.layers.9', 'base_model.model.model.layers.10', 'base_model.model.model.layers.11', 'base_model.model.model.layers.12', 'base_model.model.model.layers.13', 'base_model.model.model.layers.14', 'base_model.model.model.layers.15', 'base_model.model.model.layers.16', 'base_model.model.model.layers.17', 'base_model.model.model.layers.18', 'base_model.model.model.layers.19', 'base_model.model.model.layers.20', 'base_model.model.model.layers.21', 'base_model.model.model.layers.22', 'base_model.model.model.layers.23', 'base_model.model.model.layers.24', 'base_model.model.model.layers.25', 'base_model.model.model.layers.26', 'base_model.model.model.layers.27', 'base_model.model.model.layers.28', 'base_model.model.model.layers.29', 'base_model.model.model.layers.30', 'base_model.model.model.layers.31']",<custom_dataset.CustomDatasetCKA object at 0x7775890efa90>,<custom_dataset.CustomDatasetCKA object at 0x7775890efa90>
Baseline,Arrow,"tensor([[ 0.1297,  0.1240, -0.0219, -0.0149, -0.0032,  0.0264,  0.0744,  0.1872,
          0.1823,  0.1866,  0.1914,  0.1900,  0.1951,  0.2124,  0.2072,  0.2018,
          0.2107,  0.2193,  0.2199,  0.2169,  0.2099,  0.2122,  0.2085,  0.2036,
          0.2057,  0.2060,  0.2040,  0.2025,  0.2008,  0.2058,  0.2038,  0.1844]])",['model.layers.24'],"['base_model.model.model.layers.0', 'base_model.model.model.layers.1', 'base_model.model.model.layers.2', 'base_model.model.model.layers.3', 'base_model.model.model.layers.4', 'base_model.model.model.layers.5', 'base_model.model.model.layers.6', 'base_model.model.model.layers.7', 'base_model.model.model.layers.8', 'base_model.model.model.layers.9', 'base_model.model.model.layers.10', 'base_model.model.model.layers.11', 'base_model.model.model.layers.12', 'base_model.model.model.layers.13', 'base_model.model.model.layers.14', 'base_model.model.model.layers.15', 'base_model.model.model.layers.16', 'base_model.model.model.layers.17', 'base_model.model.model.layers.18', 'base_model.model.model.layers.19', 'base_model.model.model.layers.20', 'base_model.model.model.layers.21', 'base_model.model.model.layers.22', 'base_model.model.model.layers.23', 'base_model.model.model.layers.24', 'base_model.model.model.layers.25', 'base_model.model.model.layers.26', 'base_model.model.model.layers.27', 'base_model.model.model.layers.28', 'base_model.model.model.layers.29', 'base_model.model.model.layers.30', 'base_model.model.model.layers.31']",<custom_dataset.CustomDatasetCKA object at 0x7775890efa90>,<custom_dataset.CustomDatasetCKA object at 0x7775890efa90>
Baseline,Arrow,"tensor([[ 2.3124e-02,  6.0077e-02, -3.3802e-02, -3.0330e-02, -2.7972e-02,
         -1.3805e-02,  1.5555e-02,  1.0820e-01,  1.3032e-01,  1.1980e-01,
          1.0866e-01,  1.0919e-01,  1.0272e-01, -1.7019e-02, -1.6684e-02,
         -1.6578e-02, -1.6154e-02, -1.5792e-02, -1.5688e-02, -1.4258e-02,
         -1.1616e-02, -1.0958e-02, -8.0381e-03, -6.1334e-03, -3.6388e-03,
          1.3121e-04,  6.6764e-03,  1.4003e-02,  2.4585e-02,  1.0289e-01,
          1.1639e-01,  1.4380e-01]])",['model.layers.25'],"['base_model.model.model.layers.0', 'base_model.model.model.layers.1', 'base_model.model.model.layers.2', 'base_model.model.model.layers.3', 'base_model.model.model.layers.4', 'base_model.model.model.layers.5', 'base_model.model.model.layers.6', 'base_model.model.model.layers.7', 'base_model.model.model.layers.8', 'base_model.model.model.layers.9', 'base_model.model.model.layers.10', 'base_model.model.model.layers.11', 'base_model.model.model.layers.12', 'base_model.model.model.layers.13', 'base_model.model.model.layers.14', 'base_model.model.model.layers.15', 'base_model.model.model.layers.16', 'base_model.model.model.layers.17', 'base_model.model.model.layers.18', 'base_model.model.model.layers.19', 'base_model.model.model.layers.20', 'base_model.model.model.layers.21', 'base_model.model.model.layers.22', 'base_model.model.model.layers.23', 'base_model.model.model.layers.24', 'base_model.model.model.layers.25', 'base_model.model.model.layers.26', 'base_model.model.model.layers.27', 'base_model.model.model.layers.28', 'base_model.model.model.layers.29', 'base_model.model.model.layers.30', 'base_model.model.model.layers.31']",<custom_dataset.CustomDatasetCKA object at 0x7775890efa90>,<custom_dataset.CustomDatasetCKA object at 0x7775890efa90>
Baseline,Arrow,"tensor([[-0.0317,  0.0000, -0.0271, -0.0271, -0.0217, -0.0174, -0.0266,  0.0166,
          0.0282,  0.0358,  0.0414,  0.0438,  0.0502,  0.0449,  0.0455,  0.0456,
          0.0462,  0.0466,  0.0470,  0.0482,  0.0497,  0.0496,  0.0496,  0.0496,
          0.0489,  0.0489,  0.0482,  0.0437,  0.0434,  0.0178,  0.0215,  0.0326]])",['model.layers.26'],"['base_model.model.model.layers.0', 'base_model.model.model.layers.1', 'base_model.model.model.layers.2', 'base_model.model.model.layers.3', 'base_model.model.model.layers.4', 'base_model.model.model.layers.5', 'base_model.model.model.layers.6', 'base_model.model.model.layers.7', 'base_model.model.model.layers.8', 'base_model.model.model.layers.9', 'base_model.model.model.layers.10', 'base_model.model.model.layers.11', 'base_model.model.model.layers.12', 'base_model.model.model.layers.13', 'base_model.model.model.layers.14', 'base_model.model.model.layers.15', 'base_model.model.model.layers.16', 'base_model.model.model.layers.17', 'base_model.model.model.layers.18', 'base_model.model.model.layers.19', 'base_model.model.model.layers.20', 'base_model.model.model.layers.21', 'base_model.model.model.layers.22', 'base_model.model.model.layers.23', 'base_model.model.model.layers.24', 'base_model.model.model.layers.25', 'base_model.model.model.layers.26', 'base_model.model.model.layers.27', 'base_model.model.model.layers.28', 'base_model.model.model.layers.29', 'base_model.model.model.layers.30', 'base_model.model.model.layers.31']",<custom_dataset.CustomDatasetCKA object at 0x7775890efa90>,<custom_dataset.CustomDatasetCKA object at 0x7775890efa90>
Baseline,Arrow,"tensor([[ 0.0417,  0.0499,  0.0302,  0.0307,  0.0291,  0.0370,  0.0361,  0.0280,
          0.0231,  0.0299,  0.0238,  0.0225,  0.0231, -0.0266, -0.0265, -0.0265,
         -0.0264, -0.0262, -0.0261, -0.0255, -0.0244, -0.0240, -0.0236, -0.0228,
         -0.0199, -0.0175, -0.0160, -0.0163, -0.0088,  0.0207,  0.0258,  0.0098]])",['model.layers.27'],"['base_model.model.model.layers.0', 'base_model.model.model.layers.1', 'base_model.model.model.layers.2', 'base_model.model.model.layers.3', 'base_model.model.model.layers.4', 'base_model.model.model.layers.5', 'base_model.model.model.layers.6', 'base_model.model.model.layers.7', 'base_model.model.model.layers.8', 'base_model.model.model.layers.9', 'base_model.model.model.layers.10', 'base_model.model.model.layers.11', 'base_model.model.model.layers.12', 'base_model.model.model.layers.13', 'base_model.model.model.layers.14', 'base_model.model.model.layers.15', 'base_model.model.model.layers.16', 'base_model.model.model.layers.17', 'base_model.model.model.layers.18', 'base_model.model.model.layers.19', 'base_model.model.model.layers.20', 'base_model.model.model.layers.21', 'base_model.model.model.layers.22', 'base_model.model.model.layers.23', 'base_model.model.model.layers.24', 'base_model.model.model.layers.25', 'base_model.model.model.layers.26', 'base_model.model.model.layers.27', 'base_model.model.model.layers.28', 'base_model.model.model.layers.29', 'base_model.model.model.layers.30', 'base_model.model.model.layers.31']",<custom_dataset.CustomDatasetCKA object at 0x7775890efa90>,<custom_dataset.CustomDatasetCKA object at 0x7775890efa90>
Baseline,Arrow,"tensor([[-0.0034, -0.0280, -0.0207, -0.0247, -0.0257, -0.0287, -0.0294, -0.0559,
         -0.0684, -0.0637, -0.0625, -0.0694, -0.0634, -0.0078, -0.0078, -0.0086,
         -0.0093, -0.0099, -0.0109, -0.0119, -0.0143, -0.0159, -0.0211, -0.0262,
         -0.0332, -0.0403, -0.0433, -0.0463, -0.0538, -0.0687, -0.0673, -0.0683]])",['model.layers.28'],"['base_model.model.model.layers.0', 'base_model.model.model.layers.1', 'base_model.model.model.layers.2', 'base_model.model.model.layers.3', 'base_model.model.model.layers.4', 'base_model.model.model.layers.5', 'base_model.model.model.layers.6', 'base_model.model.model.layers.7', 'base_model.model.model.layers.8', 'base_model.model.model.layers.9', 'base_model.model.model.layers.10', 'base_model.model.model.layers.11', 'base_model.model.model.layers.12', 'base_model.model.model.layers.13', 'base_model.model.model.layers.14', 'base_model.model.model.layers.15', 'base_model.model.model.layers.16', 'base_model.model.model.layers.17', 'base_model.model.model.layers.18', 'base_model.model.model.layers.19', 'base_model.model.model.layers.20', 'base_model.model.model.layers.21', 'base_model.model.model.layers.22', 'base_model.model.model.layers.23', 'base_model.model.model.layers.24', 'base_model.model.model.layers.25', 'base_model.model.model.layers.26', 'base_model.model.model.layers.27', 'base_model.model.model.layers.28', 'base_model.model.model.layers.29', 'base_model.model.model.layers.30', 'base_model.model.model.layers.31']",<custom_dataset.CustomDatasetCKA object at 0x7775890efa90>,<custom_dataset.CustomDatasetCKA object at 0x7775890efa90>
Baseline,Arrow,"tensor([[-0.0335, -0.0477, -0.0633, -0.0650, -0.0731, -0.0703, -0.0899, -0.0760,
         -0.0561, -0.0612, -0.0569, -0.0501, -0.0458,  0.0461,  0.0460,  0.0458,
          0.0452,  0.0450,  0.0449,  0.0438,  0.0428,  0.0417,  0.0408,  0.0396,
          0.0374,  0.0317,  0.0247,  0.0210,  0.0106, -0.0267, -0.0373, -0.0397]])",['model.layers.29'],"['base_model.model.model.layers.0', 'base_model.model.model.layers.1', 'base_model.model.model.layers.2', 'base_model.model.model.layers.3', 'base_model.model.model.layers.4', 'base_model.model.model.layers.5', 'base_model.model.model.layers.6', 'base_model.model.model.layers.7', 'base_model.model.model.layers.8', 'base_model.model.model.layers.9', 'base_model.model.model.layers.10', 'base_model.model.model.layers.11', 'base_model.model.model.layers.12', 'base_model.model.model.layers.13', 'base_model.model.model.layers.14', 'base_model.model.model.layers.15', 'base_model.model.model.layers.16', 'base_model.model.model.layers.17', 'base_model.model.model.layers.18', 'base_model.model.model.layers.19', 'base_model.model.model.layers.20', 'base_model.model.model.layers.21', 'base_model.model.model.layers.22', 'base_model.model.model.layers.23', 'base_model.model.model.layers.24', 'base_model.model.model.layers.25', 'base_model.model.model.layers.26', 'base_model.model.model.layers.27', 'base_model.model.model.layers.28', 'base_model.model.model.layers.29', 'base_model.model.model.layers.30', 'base_model.model.model.layers.31']",<custom_dataset.CustomDatasetCKA object at 0x7775890efa90>,<custom_dataset.CustomDatasetCKA object at 0x7775890efa90>
Baseline,Arrow,"tensor([[-4.8263e-02, -3.0383e-02,  3.8069e-02,  3.7250e-02,  3.8223e-02,
          3.3558e-02,  2.2760e-02,  0.0000e+00, -1.0753e-03, -7.7580e-10,
          1.0551e-02,  9.0588e-03,  7.4426e-03,  9.6793e-03, -1.4298e-03,
         -9.1584e-04,  1.0173e-02,  1.0464e-02,  1.0078e-02,  7.5534e-03,
          7.0074e-03,  1.6172e-02,  3.2797e-02,  2.8548e-02,  2.6904e-02,
          3.4254e-02,  3.5606e-02,  3.3388e-02,  2.5552e-02,  2.5051e-02,
          2.0516e-02,  5.6817e-03]])",['model.layers.30'],"['base_model.model.model.layers.0', 'base_model.model.model.layers.1', 'base_model.model.model.layers.2', 'base_model.model.model.layers.3', 'base_model.model.model.layers.4', 'base_model.model.model.layers.5', 'base_model.model.model.layers.6', 'base_model.model.model.layers.7', 'base_model.model.model.layers.8', 'base_model.model.model.layers.9', 'base_model.model.model.layers.10', 'base_model.model.model.layers.11', 'base_model.model.model.layers.12', 'base_model.model.model.layers.13', 'base_model.model.model.layers.14', 'base_model.model.model.layers.15', 'base_model.model.model.layers.16', 'base_model.model.model.layers.17', 'base_model.model.model.layers.18', 'base_model.model.model.layers.19', 'base_model.model.model.layers.20', 'base_model.model.model.layers.21', 'base_model.model.model.layers.22', 'base_model.model.model.layers.23', 'base_model.model.model.layers.24', 'base_model.model.model.layers.25', 'base_model.model.model.layers.26', 'base_model.model.model.layers.27', 'base_model.model.model.layers.28', 'base_model.model.model.layers.29', 'base_model.model.model.layers.30', 'base_model.model.model.layers.31']",<custom_dataset.CustomDatasetCKA object at 0x7775890efa90>,<custom_dataset.CustomDatasetCKA object at 0x7775890efa90>
Baseline,Arrow,"tensor([[ 0.0196,  0.0037, -0.0704, -0.0698, -0.0702, -0.0665, -0.0595,  0.0118,
          0.0105,  0.0155,  0.0187,  0.0141,  0.0177,  0.0639,  0.0521,  0.0531,
          0.0428,  0.0402,  0.0353,  0.0294,  0.0259,  0.0334,  0.0419,  0.0443,
          0.0481,  0.0551,  0.0517,  0.0521,  0.0481,  0.0532,  0.0449,  0.0286]])",['model.layers.31'],"['base_model.model.model.layers.0', 'base_model.model.model.layers.1', 'base_model.model.model.layers.2', 'base_model.model.model.layers.3', 'base_model.model.model.layers.4', 'base_model.model.model.layers.5', 'base_model.model.model.layers.6', 'base_model.model.model.layers.7', 'base_model.model.model.layers.8', 'base_model.model.model.layers.9', 'base_model.model.model.layers.10', 'base_model.model.model.layers.11', 'base_model.model.model.layers.12', 'base_model.model.model.layers.13', 'base_model.model.model.layers.14', 'base_model.model.model.layers.15', 'base_model.model.model.layers.16', 'base_model.model.model.layers.17', 'base_model.model.model.layers.18', 'base_model.model.model.layers.19', 'base_model.model.model.layers.20', 'base_model.model.model.layers.21', 'base_model.model.model.layers.22', 'base_model.model.model.layers.23', 'base_model.model.model.layers.24', 'base_model.model.model.layers.25', 'base_model.model.model.layers.26', 'base_model.model.model.layers.27', 'base_model.model.model.layers.28', 'base_model.model.model.layers.29', 'base_model.model.model.layers.30', 'base_model.model.model.layers.31']",<custom_dataset.CustomDatasetCKA object at 0x7775890efa90>,<custom_dataset.CustomDatasetCKA object at 0x7775890efa90>
